feature_index,block_type,meta,meaning
5042,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_15
5043,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_16
5044,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_17
5045,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_18
5046,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_19
5047,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_20
5048,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_21
5049,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_22
5050,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_23
5051,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_24
5052,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_25
5053,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_26
5054,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_27
5055,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_28
5056,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_29
5057,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_30
5058,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__OFM_component_31
5059,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__atomic_mass_norm
5060,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__atomic_number_norm
5061,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__atomic_radius_norm
5062,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__mean__electron_affinity_norm
5063,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__magmom
5064,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_0
5065,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_1
5066,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_2
5067,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_3
5068,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_4
5069,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_5
5070,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_6
5071,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_7
5072,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_8
5073,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_9
5074,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_10
5075,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_11
5076,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_12
5077,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_13
5078,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_14
5079,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_15
5080,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_16
5081,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_17
5082,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_18
5083,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_19
5084,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_20
5085,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_21
5086,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_22
5087,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_23
5088,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_24
5089,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_25
5090,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_26
5091,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_27
5092,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_28
5093,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_29
5094,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_30
5095,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__OFM_component_31
5096,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__atomic_mass_norm
5097,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__atomic_number_norm
5098,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__atomic_radius_norm
5099,species_block,"{'type': 'species_block', 'species': 'Ta'}",Ta__std__electron_affinity_norm
5100,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__count
5101,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__magmom
5102,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_0
5103,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_1
5104,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_2
5105,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_3
5106,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_4
5107,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_5
5108,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_6
5109,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_7
5110,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_8
5111,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_9
5112,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_10
5113,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_11
5114,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_12
5115,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_13
5116,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_14
5117,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_15
5118,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_16
5119,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_17
5120,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_18
5121,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_19
5122,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_20
5123,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_21
5124,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_22
5125,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_23
5126,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_24
5127,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_25
5128,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_26
5129,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_27
5130,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_28
5131,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_29
5132,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_30
5133,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__OFM_component_31
5134,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__atomic_mass_norm
5135,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__atomic_number_norm
5136,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__atomic_radius_norm
5137,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__mean__electron_affinity_norm
5138,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__magmom
5139,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_0
5140,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_1
5141,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_2
5142,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_3
5143,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_4
5144,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_5
5145,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_6
5146,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_7
5147,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_8
5148,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_9
5149,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_10
5150,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_11
5151,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_12
5152,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_13
5153,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_14
5154,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_15
5155,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_16
5156,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_17
5157,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_18
5158,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_19
5159,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_20
5160,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_21
5161,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_22
5162,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_23
5163,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_24
5164,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_25
5165,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_26
5166,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_27
5167,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_28
5168,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_29
5169,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_30
5170,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__OFM_component_31
5171,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__atomic_mass_norm
5172,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__atomic_number_norm
5173,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__atomic_radius_norm
5174,species_block,"{'type': 'species_block', 'species': 'Tb'}",Tb__std__electron_affinity_norm
5175,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__count
5176,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__magmom
5177,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_0
5178,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_1
5179,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_2
5180,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_3
5181,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_4
5182,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_5
5183,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_6
5184,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_7
5185,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_8
5186,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_9
5187,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_10
5188,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_11
5189,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_12
5190,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_13
5191,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_14
5192,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_15
5193,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_16
5194,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_17
5195,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_18
5196,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_19
5197,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_20
5198,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_21
5199,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_22
5200,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_23
5201,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_24
5202,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_25
5203,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_26
5204,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_27
5205,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_28
5206,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_29
5207,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_30
5208,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__OFM_component_31
5209,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__atomic_mass_norm
5210,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__atomic_number_norm
5211,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__atomic_radius_norm
5212,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__mean__electron_affinity_norm
5213,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__magmom
5214,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_0
5215,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_1
5216,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_2
5217,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_3
5218,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_4
5219,species_block,"{'type': 'species_block', 'species': 'Tc'}",Tc__std__OFM_component_5
